column,type,description,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Type,ColCheck,n_unique,n_missing,pct_missing
TOR1AIP2.10553.8.3,numeric,Torsin-1A-interacting protein 2 (TOR1AIP2),10553-8,SL017988,Torsin-1A-interacting protein 2,TOIP2,Q8NFQ8,163590,TOR1AIP2,Human,Protein,PASS,779,0,0
TEX29.10557.6.3,numeric,Testis-expressed sequence 29 protein (TEX29),10557-6,SL018003,Testis-expressed sequence 29 protein,TEX29,Q8N6K0,121793,TEX29,Human,Protein,PASS,737,0,0
PCDH9.10558.26.3,numeric,Protocadherin-9 (PCDH9),10558-26,SL008436,Protocadherin-9,PCDH9,Q9HC56,5101,PCDH9,Human,Protein,PASS,801,0,0
ITM2C.10560.1.3,numeric,Integral membrane protein 2C (ITM2C),10560-1,SL017978,Integral membrane protein 2C,ITM2C,Q9NQX7,81618,ITM2C,Human,Protein,PASS,621,0,0
PGLYRP3.10561.5.3,numeric,Peptidoglycan recognition protein 3 (PGLYRP3),10561-5,SL004512,Peptidoglycan recognition protein 3,PGRP-I-alpha,Q96LB9,114771,PGLYRP3,Human,Protein,PASS,720,0,0
NETO2.10562.42.3,numeric,Neuropilin and tolloid-like protein 2 (NETO2),10562-42,SL015086,Neuropilin and tolloid-like protein 2,NETO2,Q8NC67,81831,NETO2,Human,Protein,PASS,731,0,0
LYSMD3.10563.13.3,numeric,LysM and putative peptidoglycan-binding domain-containing protein 3 (LYSMD3),10563-13,SL018021,LysM and putative peptidoglycan-binding domain-containing protein 3,LYSM3,Q7Z3D4,116068,LYSMD3,Human,Protein,PASS,399,0,0
SLITRK3.10565.19.3,numeric,SLIT and NTRK-like protein 3 (SLITRK3),10565-19,SL017951,SLIT and NTRK-like protein 3,SLIK3,O94933,22865,SLITRK3,Human,Protein,PASS,809,0,0
MFAP2.10569.28.3,numeric,Microfibrillar-associated protein 2 (MFAP2),10569-28,SL012443,Microfibrillar-associated protein 2,MFAP2,P55001,4237,MFAP2,Human,Protein,PASS,738,0,0
MGAT1.10571.14.3,numeric,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (MGAT1)",10571-14,SL018096,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,P26572,4245,MGAT1,Human,Protein,PASS,677,0,0
CST8.10572.65.3,numeric,Cystatin-8 (CST8),10572-65,SL012372,Cystatin-8,CST8,O60676,10047,CST8,Human,Protein,PASS,801,0,0
B2M.10574.10.3,numeric,Beta-2-microglobulin (B2M),10574-10,SL000283,Beta-2-microglobulin,b2-Microglobulin,P61769,567,B2M,Human,Protein,PASS,783,0,0
PUF60.10575.31.3,numeric,Poly(U)-binding-splicing factor PUF60 (PUF60),10575-31,SL018139,Poly(U)-binding-splicing factor PUF60,PUF60,Q9UHX1,22827,PUF60,Human,Protein,PASS,789,0,0
PLXDC2.10576.7.3,numeric,Plexin domain-containing protein 2 (PLXDC2),10576-7,SL008729,Plexin domain-containing protein 2,PXDC2,Q6UX71,84898,PLXDC2,Human,Protein,PASS,702,0,0
SFTA2.10580.14.3,numeric,Surfactant-associated protein 2 (SFTA2),10580-14,SL012586,Surfactant-associated protein 2,SFTA2,Q6UW10,389376,SFTA2,Human,Protein,PASS,646,0,0
TMEM108.10583.1.3,numeric,Transmembrane protein 108 (TMEM108),10583-1,SL018282,Transmembrane protein 108,TM108,Q6UXF1,66000,TMEM108,Human,Protein,PASS,640,0,0
ST3GAL5.10588.39.3,numeric,"Lactosylceramide alpha-2,3-sialyltransferase (ST3GAL5)",10588-39,SL011395,"Lactosylceramide alpha-2,3-sialyltransferase",SIAT9,Q9UNP4,8869,ST3GAL5,Human,Protein,PASS,599,0,0
RAET1L.10589.7.3,numeric,Retinoic acid early transcript 1L protein (RAET1L),10589-7,SL018354,Retinoic acid early transcript 1L protein,RET1L,Q5VY80,154064,RAET1L,Human,Protein,PASS,704,0,0
HTN3.10603.1.3,numeric,Histatin-3 (HTN3),10603-1,SL012419,Histatin-3,HIS3,P15516,3347,HTN3,Human,Protein,PASS,776,0,0
APMAP.10605.22.3,numeric,Adipocyte plasma membrane-associated protein (APMAP),10605-22,SL004748,Adipocyte plasma membrane-associated protein,APMAP,Q9HDC9,57136,APMAP,Human,Protein,PASS,517,0,0
TOR1AIP1.10606.34.3,numeric,Torsin-1A-interacting protein 1 (TOR1AIP1),10606-34,SL018600,Torsin-1A-interacting protein 1,TOIP1,Q5JTV8,26092,TOR1AIP1,Human,Protein,PASS,809,0,0
HTN1.10608.9.3,numeric,Histatin-1 (HTN1),10608-9,SL012418,Histatin-1,HIS1,P15515,3346,HTN1,Human,Protein,PASS,715,0,0
X.10610.8.3,numeric,Fc_MOUSE (),10610-8,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,728,0,0
PLOD3.10612.18.3,numeric,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (PLOD3)",10612-18,SL008694,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,O60568,8985,PLOD3,Human,Protein,PASS,778,0,0
GOLM2.10613.33.3,numeric,Protein CASC4 (GOLM2),10613-33,SL018589,Protein CASC4,CASC4,Q6P4E1,113201,GOLM2,Human,Protein,PASS,783,0,0
MPZ.10615.18.3,numeric,Myelin protein P0 (MPZ),10615-18,SL008066,Myelin protein P0,MYP0,P25189,4359,MPZ,Human,Protein,PASS,781,0,0
PODXL2.10616.67.3,numeric,Podocalyxin-like protein 2 (PODXL2),10616-67,SL017477,Podocalyxin-like protein 2,PDXL2,Q9NZ53,50512,PODXL2,Human,Protein,PASS,692,0,0
LRP2.10618.190.3,numeric,Low-density lipoprotein receptor-related protein 2 (LRP2),10618-190,SL004439,Low-density lipoprotein receptor-related protein 2,megalin,P98164,4036,LRP2,Human,Protein,PASS,616,0,0
MSMB.10620.21.3,numeric,Beta-microseminoprotein (MSMB),10620-21,SL000548,Beta-microseminoprotein,PSP-94,P08118,4477,MSMB,Human,Protein,PASS,810,0,0
PRR16.10621.26.3,numeric,Protein Largen (PRR16),10621-26,SL018592,Protein Largen,PRR16,Q569H4,51334,PRR16,Human,Protein,PASS,728,0,0
X.10622.9.3,numeric,Fc_MOUSE (),10622-9,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,530,0,0
MUC1.10623.19.3,numeric,Mucin-1 (MUC1),10623-19,SL000001,Mucin-1,MUC1,P15941,4582,MUC1,Human,Protein,PASS,563,0,0
SPINK13.10624.45.3,numeric,Serine protease inhibitor Kazal-type 13 (SPINK13),10624-45,SL018582,Serine protease inhibitor Kazal-type 13,ISK13,Q1W4C9,153218,SPINK13,Human,Protein,PASS,498,0,0
ST6GALNAC3.10626.116.3,numeric,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (ST6GALNAC3)",10626-116,SL018611,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C,Q8NDV1,256435,ST6GALNAC3,Human,Protein,PASS,742,0,0
APLP2.10627.87.3,numeric,Amyloid-like protein 2 (APLP2),10627-87,SL007366,Amyloid-like protein 2,APLP2,Q06481,334,APLP2,Human,Protein,PASS,774,0,0
HTATIP2.10630.5.3,numeric,Oxidoreductase HTATIP2 (HTATIP2),10630-5,SL007633,Oxidoreductase HTATIP2,HTAI2,Q9BUP3,10553,HTATIP2,Human,Protein,PASS,746,0,0
PGRMC2.10631.9.3,numeric,Membrane-associated progesterone receptor component 2 (PGRMC2),10631-9,SL007962,Membrane-associated progesterone receptor component 2,PGRC2,O15173,10424,PGRMC2,Human,Protein,PASS,747,0,0
CD200R1.10636.1.3,numeric,Cell surface glycoprotein CD200 receptor 1 (CD200R1),10636-1,SL014288,Cell surface glycoprotein CD200 receptor 1,MO2R1,Q8TD46,131450,CD200R1,Human,Protein,PASS,609,0,0
ELAPOR1.10637.50.3,numeric,UPF0577 protein KIAA1324 (ELAPOR1),10637-50,SL007494,UPF0577 protein KIAA1324,K1324,Q6UXG2,57535,ELAPOR1,Human,Protein,PASS,627,0,0
TINF2.10638.1.3,numeric,TERF1-interacting nuclear factor 2 (TINF2),10638-1,SL018685,TERF1-interacting nuclear factor 2,TINF2,Q9BSI4,26277,TINF2,Human,Protein,PASS,452,0,0
X.10639.1.3,numeric,Fc_MOUSE (),10639-1,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,795,0,0
OLFM3.10643.16.3,numeric,Noelin-3 (OLFM3),10643-16,SL012572,Noelin-3,NOE3,Q96PB7,118427,OLFM3,Human,Protein,PASS,767,0,0
ASCC1.10647.18.3,numeric,Activating signal cointegrator 1 complex subunit 1 (ASCC1),10647-18,SL017894,Activating signal cointegrator 1 complex subunit 1,ASCC1,Q8N9N2,51008,ASCC1,Human,Protein,PASS,754,0,0
X.10659.49.3,numeric,Fc_MOUSE (),10659-49,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,427,0,0
X.10660.33.3,numeric,Fc_MOUSE (),10660-33,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,526,0,0
X.10661.4.3,numeric,Fc_MOUSE (),10661-4,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,424,0,0
INSIG1.10663.42.3,numeric,Insulin-induced gene 1 protein (INSIG1),10663-42,SL018014,Insulin-induced gene 1 protein,INSI1,O15503,3638,INSIG1,Human,Protein,PASS,623,0,0
GNPTG.10666.7.3,numeric,N-acetylglucosamine-1-phosphotransferase subunit gamma (GNPTG),10666-7,SL012791,N-acetylglucosamine-1-phosphotransferase subunit gamma,GNPTG,Q9UJJ9,84572,GNPTG,Human,Protein,PASS,730,0,0
C1orf185.10667.78.3,numeric,Uncharacterized protein C1orf185 (C1orf185),10667-78,SL018036,Uncharacterized protein C1orf185,CA185,Q5T7R7,284546,C1orf185,Human,Protein,PASS,425,0,0
STX4.10668.5.3,numeric,Syntaxin-4 (STX4),10668-5,SL007377,Syntaxin-4,STX4,Q12846,6810,STX4,Human,Protein,PASS,801,0,0
X.10671.67.3,numeric,Fc_MOUSE (),10671-67,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,563,0,0
SFTPB.10672.75.3,numeric,Pulmonary surfactant-associated protein B (SFTPB),10672-75,SL004483,Pulmonary surfactant-associated protein B,SP-B,P07988,6439,SFTPB,Human,Protein,PASS,697,0,0
X.10692.48.3,numeric,Fc_MOUSE (),10692-48,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,793,0,0
KLRG2.10693.43.3,numeric,Killer cell lectin-like receptor subfamily G member 2 (KLRG2),10693-43,SL018578,Killer cell lectin-like receptor subfamily G member 2,KLRG2,A4D1S0,346689,KLRG2,Human,Protein,PASS,735,0,0
WFDC10B.10695.12.3,numeric,Protein WFDC10B (WFDC10B),10695-12,SL012662,Protein WFDC10B,WF10B,Q8IUB3,280664,WFDC10B,Human,Protein,PASS,553,0,0
LRP1.10699.52.3,numeric,Prolow-density lipoprotein receptor-related protein 1 (LRP1),10699-52,SL018603,Prolow-density lipoprotein receptor-related protein 1,LRP1,Q07954,4035,LRP1,Human,Protein,PASS,584,0,0
IGSF11.10700.10.3,numeric,Immunoglobulin superfamily member 11 (IGSF11),10700-10,SL017271,Immunoglobulin superfamily member 11,IGS11,Q5DX21,152404,IGSF11,Human,Protein,PASS,767,0,0
X.10701.30.3,numeric,Fc_MOUSE (),10701-30,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,770,0,0
COL28A1.10702.1.3,numeric,Collagen alpha-1(XXVIII) chain (COL28A1),10702-1,SL012521,Collagen alpha-1(XXVIII) chain,COSA1,Q2UY09,340267,COL28A1,Human,Protein,PASS,796,0,0
SUDS3.10703.203.3,numeric,Sin3 histone deacetylase corepressor complex component SDS3 (SUDS3),10703-203,SL006737,Sin3 histone deacetylase corepressor complex component SDS3,SDS3,Q9H7L9,64426,SUDS3,Human,Protein,PASS,688,0,0
IRAG2.10704.91.3,numeric,Lymphoid-restricted membrane protein (IRAG2),10704-91,SL018605,Lymphoid-restricted membrane protein,LRMP,Q12912,4033,IRAG2,Human,Protein,PASS,561,0,0
ST6GALNAC3.10705.14.3,numeric,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (ST6GALNAC3)",10705-14,SL018611,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C,Q8NDV1,256435,ST6GALNAC3,Human,Protein,PASS,496,0,0
GNRH2.10708.3.3,numeric,Progonadoliberin-2 (GNRH2),10708-3,SL007007,Progonadoliberin-2,GON2,O43555,2797,GNRH2,Human,Protein,PASS,631,0,0
ZPBP2.10710.23.3,numeric,Zona pellucida-binding protein 2 (ZPBP2),10710-23,SL012618,Zona pellucida-binding protein 2,ZPBP2,Q6X784,124626,ZPBP2,Human,Protein,PASS,317,0,0
CD300LB.10713.151.3,numeric,CMRF35-like molecule 7 (CD300LB),10713-151,SL017073,CMRF35-like molecule 7,CLM7,A8K4G0,124599,CD300LB,Human,Protein,PASS,449,0,0
PSMD5.10716.35.3,numeric,26S proteasome non-ATPase regulatory subunit 5 (PSMD5),10716-35,SL010942,26S proteasome non-ATPase regulatory subunit 5,PSMD5,Q16401,5711,PSMD5,Human,Protein,PASS,704,0,0
HSPA1A.10721.76.3,numeric,Heat shock 70 kDa protein 1A (HSPA1A),10721-76,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,Protein,PASS,799,0,0
SYK.10722.13.3,numeric,Tyrosine-protein kinase SYK (SYK),10722-13,SL007234,Tyrosine-protein kinase SYK,KSYK,P43405,6850,SYK,Human,Protein,PASS,799,0,0
X.10724.45.3,numeric,Fc_MOUSE (),10724-45,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,587,0,0
SERPINB1.10737.96.3,numeric,Leukocyte elastase inhibitor (SERPINB1),10737-96,SL005397,Leukocyte elastase inhibitor,Serpin B1,P30740,1992,SERPINB1,Human,Protein,PASS,801,0,0
FBLN5.10738.11.3,numeric,Fibulin-5 (FBLN5),10738-11,SL004460,Fibulin-5,fibulin 5,Q9UBX5,10516,FBLN5,Human,Protein,PASS,807,0,0
CSF1.10741.22.3,numeric,Macrophage colony-stimulating factor 1 (CSF1),10741-22,SL002684,Macrophage colony-stimulating factor 1,CSF-1,P09603,1435,CSF1,Human,Protein,PASS,352,0,0
SLITRK1.10743.13.3,numeric,SLIT and NTRK-like protein 1 (SLITRK1),10743-13,SL008760,SLIT and NTRK-like protein 1,SLIK1,Q96PX8,114798,SLITRK1,Human,Protein,PASS,801,0,0
PCDHB2.10748.216.3,numeric,Protocadherin beta-2 (PCDHB2),10748-216,SL018468,Protocadherin beta-2,PCDB2,Q9Y5E7,56133,PCDHB2,Human,Protein,PASS,710,0,0
HSPA1A.10749.18.3,numeric,Heat shock 70 kDa protein 1A (HSPA1A),10749-18,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,Protein,PASS,795,0,0
CDYL2.10752.8.3,numeric,Chromodomain Y-like protein 2 (CDYL2),10752-8,SL018591,Chromodomain Y-like protein 2,CDYL2,Q8N8U2,124359,CDYL2,Human,Protein,PASS,719,0,0
ADAM7.10753.31.3,numeric,Disintegrin and metalloproteinase domain-containing protein 7 (ADAM7),10753-31,SL018585,Disintegrin and metalloproteinase domain-containing protein 7,ADAM7,Q9H2U9,8756,ADAM7,Human,Protein,PASS,751,0,0
PROK2.10754.113.3,numeric,Prokineticin-2 (PROK2),10754-113,SL005237,Prokineticin-2,Prokineticin-2,Q9HC23,60675,PROK2,Human,Protein,PASS,795,0,0
UCN3.10756.34.3,numeric,Urocortin-3 (UCN3),10756-34,SL012761,Urocortin-3,UCN3,Q969E3,114131,UCN3,Human,Protein,PASS,766,0,0
KERA.10758.2.3,numeric,Keratocan (KERA),10758-2,SL012375,Keratocan,KERA,O60938,11081,KERA,Human,Protein,PASS,779,0,0
TMED2.10761.5.3,numeric,Transmembrane emp24 domain-containing protein 2 (TMED2),10761-5,SL006541,Transmembrane emp24 domain-containing protein 2,TMED2,Q15363,10959,TMED2,Human,Protein,PASS,604,0,0
ADGRG2.10767.52.3,numeric,G-protein coupled receptor 64 (ADGRG2),10767-52,SL018836,G-protein coupled receptor 64,GPR64,Q8IZP9,10149,ADGRG2,Human,Protein,PASS,665,0,0
CSGALNACT2.10772.21.3,numeric,Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (CSGALNACT2),10772-21,SL017976,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,CGAT2,Q8N6G5,55454,CSGALNACT2,Human,Protein,PASS,607,0,0
RAB3D.10780.10.3,numeric,Ras-related protein Rab-3D (RAB3D),10780-10,SL008723,Ras-related protein Rab-3D,RAB3D,O95716,9545,RAB3D,Human,Protein,PASS,470,0,0
CLEC4G.10781.19.3,numeric,C-type lectin domain family 4 member G (CLEC4G),10781-19,SL008886,C-type lectin domain family 4 member G,CLC4G,Q6UXB4,339390,CLEC4G,Human,Protein,PASS,791,0,0
LRRC52.10785.8.3,numeric,Leucine-rich repeat-containing protein 52 (LRRC52),10785-8,SL018337,Leucine-rich repeat-containing protein 52,LRC52,Q8N7C0,440699,LRRC52,Human,Protein,PASS,740,0,0
X.10791.21.3,numeric,Fc_MOUSE (),10791-21,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,391,0,0
CD300E.10798.4.3,numeric,CMRF35-like molecule 2 (CD300E),10798-4,SL018456,CMRF35-like molecule 2,CLM2,Q496F6,342510,CD300E,Human,Protein,PASS,625,0,0
SERPINH1.10800.15.3,numeric,Serpin H1 (SERPINH1),10800-15,SL003668,Serpin H1,Collagen-binding protein,P50454,871,SERPINH1,Human,Protein,PASS,785,0,0
EFNA2.10801.11.3,numeric,Ephrin-A2 (EFNA2),10801-11,SL004843,Ephrin-A2,Ephrin-A2,O43921,1943,EFNA2,Human,Protein,PASS,782,0,0
HSPA1A.10803.22.3,numeric,Heat shock 70 kDa protein 1A (HSPA1A),10803-22,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,Protein,PASS,777,0,0
KLRB1.10809.14.3,numeric,Killer cell lectin-like receptor subfamily B member 1 (KLRB1),10809-14,SL018479,Killer cell lectin-like receptor subfamily B member 1,KLRB1,Q12918,3820,KLRB1,Human,Protein,PASS,656,0,0
CD1A.10814.7.3,numeric,T-cell surface glycoprotein CD1a (CD1A),10814-7,SL016708,T-cell surface glycoprotein CD1a,CD1A,P06126,909,CD1A,Human,Protein,PASS,745,0,0
HABP4.10815.2.3,numeric,Intracellular hyaluronan-binding protein 4 (HABP4),10815-2,SL018601,Intracellular hyaluronan-binding protein 4,HABP4,Q5JVS0,22927,HABP4,Human,Protein,PASS,559,0,0
PILRA.10816.150.3,numeric,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14 (PILRA),10816-150,SL022717,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14,PILRA isoform FDF03-M14,Q9UKJ1,29992,PILRA,Human,Protein,PASS,771,0,0
TOMM20L.10817.26.3,numeric,TOMM20-like protein 1 (TOMM20L),10817-26,SL018588,TOMM20-like protein 1,TO20L,Q6UXN7,387990,TOMM20L,Human,Protein,PASS,796,0,0
SMPD1.10818.36.3,numeric,Sphingomyelin phosphodiesterase (SMPD1),10818-36,SL008921,Sphingomyelin phosphodiesterase,ASM,P17405,6609,SMPD1,Human,Protein,PASS,782,0,0
FBLN1.10819.108.3,numeric,Fibulin-1 (FBLN1),10819-108,SL004461,Fibulin-1,fibulin 1,P23142,2192,FBLN1,Human,Protein,PASS,801,0,0
X.10823.19.3,numeric,Fc_MOUSE (),10823-19,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,783,0,0
VSIG10.10825.12.3,numeric,V-set and immunoglobulin domain-containing protein 10 (VSIG10),10825-12,SL018584,V-set and immunoglobulin domain-containing protein 10,VSI10,Q8N0Z9,54621,VSIG10,Human,Protein,PASS,707,0,0
LINGO3.10827.67.3,numeric,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3 (LINGO3),10827-67,SL018590,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,LIGO3,P0C6S8,645191,LINGO3,Human,Protein,PASS,528,0,0
EFCAB14.10830.5.3,numeric,EF-hand calcium-binding domain-containing protein 14 (EFCAB14),10830-5,SL018596,EF-hand calcium-binding domain-containing protein 14,K0494,O75071,9813,EFCAB14,Human,Protein,PASS,578,0,0
B4GALT6.10832.24.3,numeric,"Beta-1,4-galactosyltransferase 6 (B4GALT6)",10832-24,SL018597,"Beta-1,4-galactosyltransferase 6",B4GT6,Q9UBX8,9331,B4GALT6,Human,Protein,PASS,770,0,0
HHIP.10833.64.3,numeric,Hedgehog-interacting protein (HHIP),10833-64,SL012788,Hedgehog-interacting protein,HHIP,Q96QV1,64399,HHIP,Human,Protein,PASS,750,0,0
A4GNT.10835.25.3,numeric,"Alpha-1,4-N-acetylglucosaminyltransferase (A4GNT)",10835-25,SL018593,"Alpha-1,4-N-acetylglucosaminyltransferase",A4GCT,Q9UNA3,51146,A4GNT,Human,Protein,PASS,759,0,0
GCNT4.10842.7.3,numeric,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 (GCNT4)",10842-7,SL018620,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4,Q9P109,51301,GCNT4,Human,Protein,PASS,656,0,0
SIGLEC15.10847.1.3,numeric,Sialic acid-binding Ig-like lectin 15 (SIGLEC15),10847-1,SL018624,Sialic acid-binding Ig-like lectin 15,SIG15,Q6ZMC9,284266,SIGLEC15,Human,Protein,PASS,738,0,0
BTNL3.10848.137.3,numeric,Butyrophilin-like protein 3 (BTNL3),10848-137,SL018632,Butyrophilin-like protein 3,BTNL3,Q6UXE8,10917,BTNL3,Human,Protein,PASS,573,0,0
EBI3.10851.77.3,numeric,Interleukin-27 subunit beta (EBI3),10851-77,SL007417,Interleukin-27 subunit beta,IL27B,Q14213,10148,EBI3,Human,Protein,PASS,805,0,0
HNRNPDL.10852.114.3,numeric,Heterogeneous nuclear ribonucleoprotein D-like (HNRNPDL),10852-114,SL012987,Heterogeneous nuclear ribonucleoprotein D-like,HNRDL,O14979,9987,HNRNPDL,Human,Protein,PASS,806,0,0
GCNT4.10854.15.3,numeric,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 (GCNT4)",10854-15,SL018620,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4,Q9P109,51301,GCNT4,Human,Protein,PASS,792,0,0
PLXNB2.10855.55.3,numeric,Plexin-B2 (PLXNB2),10855-55,SL009948,Plexin-B2,PLXB2,O15031,23654,PLXNB2,Human,Protein,PASS,807,0,0
PPP4R3A.10866.60.3,numeric,Serine/threonine-protein phosphatase 4 regulatory subunit 3A (PPP4R3A),10866-60,SL018833,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,P4R3A,Q6IN85,55671,PPP4R3A,Human,Protein,PASS,804,0,0
SPAST.10870.32.3,numeric,Spastin (SPAST),10870-32,SL005753,Spastin,Spastin,Q9UBP0,6683,SPAST,Human,Protein,PASS,810,0,0
BRAT1.10876.300.3,numeric,BRCA1-associated ATM activator 1 (BRAT1),10876-300,SL018839,BRCA1-associated ATM activator 1,BRAT1,Q6PJG6,221927,BRAT1,Human,Protein,PASS,719,0,0
FAM163B.10880.38.3,numeric,Protein FAM163B (FAM163B),10880-38,SL018034,Protein FAM163B,F163B,P0C2L3,642968,FAM163B,Human,Protein,PASS,790,0,0
DSC1.10882.12.3,numeric,Desmocollin-1 (DSC1),10882-12,SL005718,Desmocollin-1,Desmocollin-1,Q08554,1823,DSC1,Human,Protein,PASS,709,0,0
C6orf89.10885.36.3,numeric,Bombesin receptor-activated protein C6orf89 (C6orf89),10885-36,SL016472,Bombesin receptor-activated protein C6orf89,CF089,Q6UWU4,221477,C6orf89,Human,Protein,PASS,724,0,0
X.10888.4.3,numeric,Fc_MOUSE (),10888-4,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,349,0,0
MRAP2.10889.2.3,numeric,Melanocortin-2 receptor accessory protein 2 (MRAP2),10889-2,SL017998,Melanocortin-2 receptor accessory protein 2,MRAP2,Q96G30,112609,MRAP2,Human,Protein,PASS,747,0,0
LCTL.10890.135.3,numeric,Lactase-like protein (LCTL),10890-135,SL018026,Lactase-like protein,LCTL,Q6UWM7,197021,LCTL,Human,Protein,PASS,709,0,0
OSMR.10892.8.3,numeric,Oncostatin-M-specific receptor subunit beta (OSMR),10892-8,SL007619,Oncostatin-M-specific receptor subunit beta,OSMR,Q99650,9180,OSMR,Human,Protein,PASS,767,0,0
SCGN.10894.25.3,numeric,Secretagogin (SCGN),10894-25,SL005696,Secretagogin,Secretagogin,O76038,10590,SCGN,Human,Protein,PASS,618,0,0
TMPRSS11B.10895.28.3,numeric,Transmembrane protease serine 11B (TMPRSS11B),10895-28,SL017961,Transmembrane protease serine 11B,TM11B,Q86T26,132724,TMPRSS11B,Human,Protein,PASS,710,0,0
STMN2.10900.272.3,numeric,Stathmin-2 (STMN2),10900-272,SL013230,Stathmin-2,STMN2,Q93045,11075,STMN2,Human,Protein,PASS,782,0,0
ASPRV1.10902.53.3,numeric,Retroviral-like aspartic protease 1 (ASPRV1),10902-53,SL018040,Retroviral-like aspartic protease 1,APRV1,Q53RT3,151516,ASPRV1,Human,Protein,PASS,720,0,0
STX8.10903.50.3,numeric,Syntaxin-8 (STX8),10903-50,SL017987,Syntaxin-8,STX8,Q9UNK0,9482,STX8,Human,Protein,PASS,788,0,0
NTM.10907.116.3,numeric,Neurotrimin (NTM),10907-116,SL009074,Neurotrimin,NTRI,Q9P121,50863,NTM,Human,Protein,PASS,805,0,0
GALNT13.10908.2.3,numeric,Polypeptide N-acetylgalactosaminyltransferase 13 (GALNT13),10908-2,SL017992,Polypeptide N-acetylgalactosaminyltransferase 13,GLT13,Q8IUC8,114805,GALNT13,Human,Protein,PASS,726,0,0
CEACAM4.10910.6.3,numeric,Carcinoembryonic antigen-related cell adhesion molecule 4 (CEACAM4),10910-6,SL018022,Carcinoembryonic antigen-related cell adhesion molecule 4,CEAM4,O75871,1089,CEACAM4,Human,Protein,PASS,719,0,0
X.10914.4.3,numeric,Fc_MOUSE (),10914-4,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,746,0,0
GNGT2.10917.40.3,numeric,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 (GNGT2),10917-40,SL006983,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2,GBGT2,O14610,2793,GNGT2,Human,Protein,PASS,600,0,0
CYB5D2.10924.258.3,numeric,Neuferricin (CYB5D2),10924-258,SL018077,Neuferricin,NEUFC,Q8WUJ1,124936,CYB5D2,Human,Protein,PASS,386,0,0
X.10927.65.3,numeric,Fc_MOUSE (),10927-65,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,650,0,0
